sample_id,cer,prediction,ground_truth,num_tokens,mean_gradcam_gini,mean_attention_gini,mean_loss
424,0.07142857142857142,di ogne stascione e peressa,dì ogne stascione e per essa,16,0.700058374701265,0.4457894941026589,21.400094024817005
425,0.03125,sufferisti forte pena e passione.,sufferisti forte pena e passione,14,0.6713486875022427,0.4114749384176686,22.375307202322006
426,0.0,gaudiosa ki avea desiderata,gaudiosa ki avea desiderata,14,0.7385451458790488,0.432208528677456,24.101853728280712
427,0.0,l'anima tua glorificata,l'anima tua glorificata,12,0.6967742348789795,0.4618583475094451,22.893083651796285
428,0.0625,a tuttore sta presente innanti,a tutt' ore sta presente innanti,14,0.7230874242027564,0.4390058817865769,22.18352597250875
429,0.034482758620689655,il suo viso pla gente a vedere,il suo viso plagente a vedere,14,0.6982052921610824,0.4371856189422771,21.95713348871553
430,0.0,lu suo splendore.,lu suo splendore.,9,0.6790856933485571,0.41172021391730684,22.52194544988884
431,0.041666666666666664,San simone iusto e santo,San Simone iusto e santo,11,0.7052579693472376,0.47299539499488896,19.323528210547465
432,0.0,dinanti a Dio glorificato te,dinanti a Dio glorificato te,12,0.685627257260859,0.41023935693525365,20.219288964909158
433,0.0,laudamo cun dulce canto sancto,laudamo cun dulce canto sancto,15,0.6777285117751701,0.4311804263306345,22.360785389162356
434,0.10714285714285714,apolo beato tu andasti in,apostolo beato tu andasti in,13,0.6822705658563252,0.4156437439869608,18.11919227904218
435,0.0,omni lato predicando per lo,omni lato predicando per lo,11,0.7006843764374192,0.4366425934667814,22.239664647579563
436,0.06666666666666667,mondo li dole caciando a fundo,mondo l'idole caciando a fundo,15,0.7001135619624914,0.431374024805572,21.237691132226548
437,0.0,a lor facendo disinore.,a lor facendo disinore.,12,0.7083883150101387,0.44850388922203305,22.344657470421982
438,0.08,In sieme sè concordaro que,Insieme se concordaro que,11,0.6926672539785087,0.4605401205807597,19.06893346526404
439,0.04,i pagani agnadiati quantro,i pagani agnadiati quatro,13,0.6544315966548021,0.437759454289069,19.008650678236748
440,0.06666666666666667,a guti' aparechiaro lungi e gros,aguti aparechiaro lungi e gros,14,0.6543121756628041,0.3994548126491617,21.588821428055148
441,0.10714285714285714,sì effmisururati manu e piei,si e smisururati manu e piei,15,0.7014146721117013,0.38742363380332046,18.031460373472388
442,0.03571428571428571,te fuoro clavati sulla croce.,te fuoro clavati sulla croce,13,0.6748593712030153,0.44525663617986366,21.797368792374773
443,0.03125,streetamente Ihesù Cristo omnipo,strectamente Ihesù Cristo omnipo,15,0.6866942889258653,0.4409391017351837,20.46598208804574
444,0.03571428571428571,tente si fo tuo consolatore.,tente sì fo tuo consolatore.,16,0.6673181397979427,0.41704276796059014,23.33445300125487
445,0.06896551724137931,Santo apostolo t'adeo te lauda,Santo apostolo Tadeo te lauda,13,0.7055971521792306,0.4579291930012597,21.209447576281534
446,0.12,mod' evotamente Iuda fu lu,mo devotamente Iuda fu lu,13,0.7151086367224029,0.4425554979383412,19.22683699658277
447,0.17857142857142858,nume tuo ben sape vera c'em,nume tuo ben sapem veracemen,13,0.6904338003354936,0.417958119474952,19.59705381697523
448,0.0625,te ke per quel falso fraudulente.,te ke per quel falso fraudolente,13,0.6691721084666367,0.43872232462324473,19.095529828522487
449,0.10526315789473684,fusti kiamato t'adeo,fusti kiamato Tadeo,12,0.7571772208330355,0.4634738084716841,21.631666739769116
450,0.19444444444444445,l'alta vervegene beata et diei,l'alta vervegene beata beata et dici,18,0.7136889994507425,0.46754849723551867,18.75816255885358
451,0.0,mo ave Maria sempre sia da,mo ave Maria sempre sia da,12,0.6919122759592956,0.3965212977417807,24.585036008873658
452,0.0,nui laudata.,nui laudata.,8,0.7113710538777411,0.41719158769645387,19.884883954418
453,0.10714285714285714,Saluti alla dulcemente et cru,Salutialla dulcemente et cum,13,0.6995639806082153,0.4261710021972596,18.74108669390972
